Location,Maker,Model,Year,Colour,Amount (Million Naira),Type,Distance
Lagos,Mercedes-Benz,E300,2017,White,18.2,foreign used,71258.0
Lagos,Mercedes-Benz,C300,2011,Silver,5.2,foreign used,75000.0
Lagos,Toyota,Corolla,2003,Green,2.25,foreign used,202544.0
Abuja,Lexus,RX 330,2005,Silver,3.55,nigerian used,112366.0
Lagos,Toyota,Camry,2013,Silver,6.25,foreign used,985231.0
Lagos,Toyota,Camry,2010,Gray,3.15,nigerian used,237290.0
Abuja,Mercedes-Benz,E350,2010,Gray,6.5,foreign used,71000.0
Lagos,Lexus,Gs,2006,Purple,2.03,foreign used,136124.0
Abuja,Toyota,Highlander,2007,Blue,3.5,foreign used,118588.0
Lagos,Mercedes-Benz,S-Class,2019,Black,150.0,brand new,811.0
Lagos,Mercedes-Benz,M Class ML 550 4Matic,2012,White,16.0,foreign used,64510.0
Lagos,Toyota,RAV4,2016,Red,12.5,foreign used,72366.0
Lagos,Toyota,Camry,2012,Gray,4.9,foreign used,72366.0
Ibadan,Toyota,Highlander XLE V6 4x4 (3.5L 6cyl 6A),2016,Blue,16.4,foreign used,44000.0
Abuja,Lexus,RX 350 FWD,2012,Black,9.7,foreign used,52765.0
Abuja,Toyota,Corolla,2017,Red,8.0,foreign used,72366.0
Lagos,Kia,Cerato,2013,Black,2.14,foreign used,53255.0
Lagos,Lexus,IS 250 AWD,2006,Black,1.58,nigerian used,252728.0
Ibadan,Toyota,Venza AWD,2011,Gray,6.3,foreign used,93000.0
Abuja,Toyota,Camry,2017,Black,6.9,foreign used,72366.0
Lagos,Ford,Edge,2014,Brown,4.5,nigerian used,128319.0
Lagos,Honda,Accord 2.4 Type S Automatic,2004,Black,2.2,foreign used,72366.0
Abuja,Toyota,Camry XSE (2.5L 4cyl 8A),2019,Red,16.0,foreign used,10042.0
Lagos,Toyota,4-Runner,2015,Blue,16.88,foreign used,109500.0
Lagos,Kia,Optima,2020,Black,10.9,nigerian used,112366.0
Abuja,Toyota,Hilux,2020,White,26.0,brand new,1000.0
Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,2012,White,8.5,foreign used,96535.0
Abuja,Toyota,Corolla LE,2004,Silver,2.85,foreign used,72366.0
Abuja,BMW,X3 3.0i,2008,Gold,4.35,foreign used,103245.0
Lagos,Toyota,Camry,2013,Black,4.9,foreign used,150000.0
Abuja,Toyota,Corolla LE,2007,Gray,3.25,foreign used,72366.0
Abuja,Toyota,Camry,2007,Gray,3.5,foreign used,72366.0
Abuja,Hyundai,Santa Fe,2011,Gray,5.5,foreign used,72366.0
Abuja,BMW,Z4,2019,White,30.0,foreign used,12345.0
Lagos,Toyota,Camry,2007,Silver,3.3,foreign used,126084.0
Ibadan,Lexus,RX 330,2005,Black,4.0,foreign used,150000.0
Abuja,Jaguar,XF,2010,Black,6.5,nigerian used,69850.0
Abuja,Mercedes-Benz,E550,2012,White,12.5,foreign used,100000.0
Abuja,Toyota,Avalon,2013,Black,6.2,nigerian used,81637.0
Ibadan,Nissan,Commercial,1979,White,1.85,nigerian used,112366.0
Lagos,Lexus,LX 570 AWD,2017,Black,56.0,foreign used,72366.0
Abuja,Ford,Fusion,2014,Black,5.7,foreign used,100000.0
Abuja,Toyota,4-Runner Limited 4WD,2011,Black,8.5,nigerian used,53000.0
Abuja,Toyota,Hilux,2021,White,30.0,brand new,811.0
Abuja,Toyota,Highlander,2005,Silver,2.65,nigerian used,112366.0
Abuja,Toyota,Highlander,2004,Silver,2.25,nigerian used,89000.0
Ibadan,Toyota,Corolla,2015,Red,4.75,nigerian used,112366.0
Lagos,Toyota,Camry,2002,Gold,1.24,nigerian used,287710.0
Lagos,Toyota,Highlander Limited 3.5l 4WD,2013,Black,10.8,foreign used,72366.0
Lagos,Mercedes-Benz,C300,2015,Silver,13.2,foreign used,72366.0
Lagos,Lexus,ES 350,2007,Red,4.48,foreign used,72366.0
Lagos,Mercedes-Benz,M Class ML 350 4Matic,2008,Silver,3.94,nigerian used,237536.0
Abuja,Toyota,Venza,2014,Black,12.5,foreign used,72366.0
Abuja,Peugeot,407,2005,Blue,1.2,nigerian used,112366.0
Abuja,Mercedes-Benz,E350,2014,Black,9.0,foreign used,33358.0
Lagos,Lexus,LX 570,2009,Black,19.5,foreign used,75000.0
Lagos,Toyota,Camry,2007,Gray,2.36,nigerian used,145919.0
Abuja,Mercedes-Benz,C300,2011,White,5.5,foreign used,67523.0
Abuja,Lexus,GX,2018,White,25.0,foreign used,36000.0
Abuja,Toyota,Hilux 2.5 D-4d SRX,2010,White,5.0,nigerian used,192247.0
Abuja,Land Rover,Range Rover Velar,2018,Gray,45.0,foreign used,12315.0
Lagos,Toyota,Tacoma,2007,Red,4.7,foreign used,77042.0
Ibadan,Toyota,RAV4 XLE AWD,2020,White,18.0,brand new,3000.0
Ibadan,Mercedes-Benz,C230,2006,Gold,2.55,foreign used,171000.0
Abuja,Hyundai,Sonata,2010,Gray,3.55,foreign used,72366.0
Abuja,Toyota,Corolla S,2004,Black,1.6,nigerian used,101000.0
Lagos,Lexus,ES 350 FWD,2013,Silver,10.0,foreign used,76759.0
Lagos,Mercedes-Benz,GL-Class,2011,Black,7.31,nigerian used,112122.0
Lagos,Volkswagen,Sharan,1998,Silver,2.81,foreign used,458478.0
Abuja,Toyota,Land Cruiser Prado 4 V6 Dual VVT-i,2016,Silver,26.5,foreign used,23000.0
Abuja,Acura,MDX Touring Package,2004,Black,3.2,foreign used,89000.0
Abuja,Mercedes-Benz,M Class,2014,White,14.0,foreign used,35000.0
Abuja,Toyota,Avalon,2015,Brown,8.8,foreign used,73000.0
Lagos,Lexus,LX 570 (5 Seats) AWD,2017,White,47.5,foreign used,27222.0
Lagos,Mercedes-Benz,S-Class Maybach S 560 (X222),2018,Black,70.0,foreign used,40878.0
Lagos,Lexus,RX 300 4WD,2002,Silver,1.8,nigerian used,181806.0
Lagos,Rover,Land,2018,Black,5.65,foreign used,72366.0
Lagos,Toyota,Tacoma Access Cab,2006,Silver,7.3,foreign used,121233.0
Abuja,Mercedes-Benz,E350,2007,Green,1.3,nigerian used,112366.0
Lagos,Toyota,RAV4 3.5 Limited,2011,Black,6.3,foreign used,86452.0
Lagos,Toyota,4-Runner Limited 4X4,2013,Silver,13.0,foreign used,72366.0
Abuja,Mercedes-Benz,GLC-Class,2017,Gray,25.0,foreign used,40000.0
Abuja,Lexus,CT,2012,White,6.2,foreign used,89000.0
Abuja,Honda,Accord 2 Comfort Automatic,2005,Blue,1.3,nigerian used,112366.0
Abuja,Chevrolet,Express Cargo Van 1500,2010,White,3.4,foreign used,72366.0
Abuja,Toyota,Corolla LE,2006,Red,3.1,foreign used,72366.0
Lagos,Lexus,LX 570 AWD,2013,Black,27.0,foreign used,69785.0
Lagos,Lexus,RX 350 AWD,2008,Black,5.5,foreign used,69805.0
Abuja,Toyota,Matrix,2010,Red,3.7,foreign used,40000.0
Abuja,Toyota,Camry,2013,Gray,4.0,nigerian used,102247.0
Lagos,Lexus,ES 350,2010,Blue,5.63,foreign used,72366.0
Abuja,Hyundai,Santa Fe SE FWD,2016,Gray,4.9,nigerian used,89700.0
Lagos,Toyota,Camry,2008,White,3.9,foreign used,84045.0
Abuja,Toyota,Tacoma,2007,Silver,5.0,nigerian used,112366.0
Lagos,Toyota,Highlander Limited,2011,White,9.0,foreign used,72366.0
Lagos,Lexus,RX 350L Luxury AWD,2019,White,22.8,foreign used,11000.0
Abuja,Hyundai,Ix35 2 CRDI,2011,Red,1.74,nigerian used,499247.0
Ibadan,Toyota,Corolla,2017,Gray,7.5,foreign used,29000.0
Abuja,BMW,3 Series,2008,Black,2.2,nigerian used,112366.0
Lagos,Toyota,Tacoma,2008,Silver,6.5,foreign used,72366.0
Lagos,Toyota,4-Runner,2017,Gold,14.0,foreign used,81940.0
Lagos,Mercedes-Benz,G-Class Base G 550 AWD,2012,Black,18.0,nigerian used,112366.0
Ibadan,Toyota,Camry,2012,White,6.0,foreign used,72366.0
Lagos,Mercedes-Benz,GLC-Class,2017,Black,19.5,foreign used,72366.0
Lagos,Toyota,RAV4,2014,Gray,6.85,nigerian used,112366.0
Abuja,Toyota,Hilux,2020,White,26.3,brand new,1000.0
Lagos,Toyota,RAV4,2008,Black,4.3,foreign used,72366.0
Abuja,Hyundai,Sonata,2015,Silver,5.6,foreign used,95.0
Lagos,Mercedes-Benz,E300,2017,White,20.3,foreign used,46352.0
Abuja,Lexus,GX 460 Luxury,2014,Black,19.5,nigerian used,43000.0
Abuja,Mercedes-Benz,E350,2011,Black,6.5,foreign used,72366.0
Lagos,Toyota,Fj Cruiser,2007,Gray,7.29,foreign used,116766.0
Ibadan,Toyota,Corolla,2009,Silver,2.59,nigerian used,245524.0
Abuja,Lexus,RX 330 AWD,2006,Silver,3.6,nigerian used,125847.0
Abuja,Lexus,RX,2006,Gray,3.95,foreign used,72366.0
Abuja,Mercedes-Benz,GLE-Class,2016,Black,37.5,foreign used,95738.0
Abuja,Honda,Accord,2006,Silver,1.8,nigerian used,102144.0
Lagos,Toyota,Camry,2009,Gray,3.85,foreign used,72366.0
Abuja,Toyota,Tundra Double Cab 4x4 Limited,2012,White,9.5,foreign used,50000.0
Lagos,Lexus,ES 330,2005,Gold,3.5,foreign used,34586.0
Lagos,Toyota,Sequoia,2005,White,3.2,foreign used,72366.0
Lagos,Nissan,Maxima,2011,Purple,3.04,foreign used,86588.0
Abuja,Toyota,Highlander Limited,2008,Silver,4.6,nigerian used,85213.0
Lagos,Mercedes-Benz,GLS-Class GLS350d 4Matic,2017,Black,31.5,foreign used,51000.0
Ibadan,Land Rover,Range Rover Evoque Prestige,2012,White,12.2,foreign used,56000.0
Lagos,Toyota,Highlander 4x4,2008,Blue,7.0,foreign used,76000.0
Abuja,Lexus,ES,2003,Black,3.1,foreign used,128855.0
Lagos,Mercedes-Benz,S-Class S 500 4MATIC L (V222),2014,White,30.5,foreign used,72366.0
Abuja,Mercedes-Benz,G-Class Base G 55 AMG 4x4,2009,Black,35.0,foreign used,63556.0
Abuja,Toyota,Highlander,2008,Gold,5.5,nigerian used,112366.0
Lagos,Lexus,NX,2016,Red,16.5,foreign used,72366.0
Lagos,Nissan,Qashqai,2005,Black,1.69,nigerian used,112366.0
Abuja,Toyota,Camry,2012,Gray,5.6,foreign used,48560.0
Abuja,Toyota,Camry,2012,Silver,5.1,foreign used,95000.0
Lagos,Toyota,Camry,2008,Red,4.0,foreign used,69532.0
Abuja,Toyota,Land Cruiser Prado 3 D-4d (190 Hp) 7 Seats,2014,Black,15.5,nigerian used,112366.0
Lagos,Lexus,RX 350 AWD,2012,Black,11.0,foreign used,72366.0
Abuja,Mercedes-Benz,C350,2009,Gray,3.4,foreign used,77475.0
Lagos,Toyota,Camry 2.4 SE Automatic,2008,Red,3.9,foreign used,68532.0
Abuja,Nissan,Almera Tino 1.8,2001,Green,1.45,foreign used,50000.0
Ibadan,Ford,Edge,2008,Red,3.6,nigerian used,169315.0
Lagos,Lexus,RX 350,2007,Gray,3.94,nigerian used,177336.0
Abuja,Jaguar,XF 2.7,2008,Black,8.0,foreign used,70000.0
Abuja,Toyota,Corolla,2006,Silver,1.69,nigerian used,283572.0
Abuja,Toyota,Highlander Limited V6 FWD,2004,Red,4.0,foreign used,72366.0
Abuja,Mercedes-Benz,Viano,2014,White,41.0,foreign used,27875.0
Lagos,Mercedes-Benz,GL-Class GL 450,2013,Red,15.3,foreign used,72366.0
Lagos,Lexus,GX 460 Base,2014,White,18.9,foreign used,72366.0
Abuja,Nissan,Versa 1.8 S Hatchback,2007,Green,2.0,foreign used,100000.0
Abuja,Lexus,RX,2020,White,27.5,brand new,21000.0
Lagos,Toyota,Corolla Sedan,2005,Silver,2.65,foreign used,65045.0
Abuja,Lexus,LX 570,2008,Black,26.0,nigerian used,26829.0
Abuja,Toyota,Camry,2007,Silver,2.75,foreign used,65000.0
Lagos,Lexus,RX 350,2008,Black,5.5,foreign used,72366.0
Abuja,GMC,Terrain SLT-1 FWD,2011,Silver,5.5,nigerian used,96800.0
Abuja,Toyota,Tacoma,2014,Black,13.1,foreign used,72366.0
Lagos,Lexus,ES 350,2008,Gray,4.2,foreign used,99874.0
Ibadan,Ford,Escape,2010,Gray,2.0,nigerian used,110000.0
Abuja,Toyota,Corolla LE (1.8L 4cyl 2A),2018,Red,8.0,foreign used,42000.0
Abuja,Toyota,Avalon,2014,Black,7.85,foreign used,61792.0
Lagos,Mercedes-Benz,C200,2018,Black,21.0,foreign used,41852.0
Abuja,Toyota,Highlander 4x4,2008,Gold,6.5,foreign used,71000.0
Abuja,Peugeot,206,2005,Gray,1.45,foreign used,98232.0
Lagos,Toyota,Camry,2012,Green,6.85,foreign used,72366.0
Lagos,Toyota,4-Runner Limited 2WD,2011,Gray,13.0,foreign used,77565.0
Lagos,Pontiac,Vibe 2.4 4WD,2009,Blue,3.1,foreign used,87500.0
Lagos,Mercedes-Benz,C300,2016,White,14.5,foreign used,72366.0
Lagos,Toyota,RAV4 Limited,2008,Gold,4.55,foreign used,51278.0
Abuja,Toyota,Corolla XLE (1.8L 4cyl 2A),2018,Gray,7.55,foreign used,24000.0
Abuja,Toyota,Yaris,2017,Silver,10.5,foreign used,40124.0
Ibadan,Toyota,Tacoma X Runner,2004,Silver,4.9,foreign used,72366.0
Lagos,Toyota,Highlander Limited V6 4x4,2007,Black,4.6,foreign used,170000.0
Lagos,Lexus,ES 350 FWD,2013,Black,8.5,foreign used,102687.0
Abuja,Toyota,Corolla,2013,White,4.35,foreign used,72366.0
Lagos,Acura,MDX,2008,Gold,4.15,foreign used,84253.0
Lagos,Mercedes-Benz,C300,2015,Black,13.5,foreign used,91238.0
Abuja,Mercedes-Benz,GLC-Class,2018,Gray,23.5,foreign used,72366.0
Ibadan,Toyota,Camry,2005,Black,2.55,foreign used,98000.0
Abuja,Honda,Accord,2003,Gray,1.58,nigerian used,150817.0
Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,2010,White,7.4,foreign used,254137.0
Lagos,Mercedes-Benz,GLK-Class,2015,Gray,10.5,foreign used,27000.0
Lagos,Mercedes-Benz,GLK-Class,2015,White,12.5,foreign used,80214.0
Lagos,Toyota,Venza AWD,2010,White,7.5,foreign used,95608.0
Abuja,Toyota,Venza,2015,Black,8.8,foreign used,58321.0
Abuja,Lexus,RX,2007,Gold,3.5,nigerian used,112366.0
Abuja,Toyota,Hilux,2021,Red,37.0,brand new,164.0
Ibadan,Toyota,Camry,2010,Gray,2.6,nigerian used,111800.0
Abuja,Pontiac,Vibe 1.8L Off,2009,White,3.3,foreign used,52352.0
Lagos,Lexus,RX 330 4WD,2005,Gold,4.9,foreign used,72366.0
Lagos,Lexus,RX 350,2011,Black,8.6,foreign used,140000.0
Abuja,Mercedes-Benz,E350,2008,Black,2.3,nigerian used,111000.0
Abuja,Lexus,RX 350,2007,Gray,3.6,nigerian used,112366.0
Abuja,Toyota,Highlander Sport,2010,Red,7.0,foreign used,77000.0
Abuja,Toyota,Highlander XLE 4x4 V6 (3.5L 6cyl 8A),2017,White,16.5,foreign used,32081.0
Abuja,Toyota,Avalon,2009,Gray,2.48,nigerian used,112366.0
Abuja,Toyota,Tacoma Access Cab,2006,Silver,4.0,nigerian used,92147.0
Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,2013,White,10.8,foreign used,72366.0
Ibadan,Toyota,Camry,2014,Red,5.1,foreign used,72366.0
Abuja,Hyundai,Sonata,2011,Silver,4.2,foreign used,72366.0
Lagos,Land Rover,Range Rover Evoque,2014,Black,16.5,foreign used,72366.0
Lagos,Lexus,GX 460 Base,2015,Gray,20.0,foreign used,84000.0
Abuja,Toyota,Corolla,2006,Silver,2.3,foreign used,72366.0
Abuja,Toyota,Avalon,2014,White,8.9,foreign used,100000.0
Lagos,Toyota,Camry,2013,Silver,5.8,foreign used,86352.0
Abuja,Peugeot,5008,2021,Red,21.8,foreign used,72366.0
Abuja,Toyota,Corolla,2009,Gray,1.55,nigerian used,112366.0
Abuja,Mercedes-Benz,GLK-Class 350 4MATIC,2010,Black,5.63,nigerian used,237340.0
Abuja,Mercedes-Benz,M Class ML 350 4Matic,2008,Gold,3.75,nigerian used,112366.0
Abuja,Hyundai,Genesis,2015,Gray,11.25,foreign used,127274.0
Ibadan,Lexus,ES,2015,White,9.0,foreign used,72366.0
Lagos,Lexus,ES 350,2007,White,4.0,foreign used,72366.0
Abuja,Volkswagen,Golf 2 Variant,1992,Red,1.7,foreign used,124103.0
Abuja,Honda,Pilot,2011,Gray,5.5,foreign used,98566.0
Abuja,Ford,F-150 SuperCrew,2008,Black,5.7,nigerian used,112366.0
Lagos,Lexus,RX,2006,Silver,5.2,foreign used,63524.0
Abuja,Peugeot,207,2009,Blue,1.5,nigerian used,112366.0
Lagos,Lexus,LX 570 AWD,2017,Blue,48.0,foreign used,44700.0
Abuja,Toyota,Hilux 2 VVT-i,2010,White,7.5,nigerian used,112366.0
Abuja,Lexus,IS,2008,Silver,5.4,foreign used,158297.0
Lagos,Lexus,GS,2006,Gray,3.03,foreign used,116138.0
Lagos,Toyota,Camry,2020,Black,19.8,brand new,811.0
Lagos,Toyota,Highlander,2014,Gray,12.3,foreign used,72366.0
Ibadan,Lexus,ES 330,2006,Black,3.3,foreign used,102000.0
Lagos,Lexus,ES 350,2008,Black,4.5,foreign used,72366.0
Lagos,Lexus,RX 350,2010,Brown,9.0,foreign used,72366.0
Abuja,Toyota,Camry,2014,Silver,5.6,foreign used,85000.0
Abuja,Toyota,Corolla,2012,Black,2.03,nigerian used,246195.0
Ibadan,Toyota,Camry,2006,Blue,2.5,foreign used,169000.0
Abuja,Toyota,RAV4,2002,Green,1.5,nigerian used,70000.0
Abuja,Lexus,RX,2018,Black,28.5,foreign used,25000.0
Abuja,Toyota,Avensis 2 Advanced Automatic,2012,Black,2.8,nigerian used,130000.0
Abuja,Mercedes-Benz,GLK-Class,2012,Red,7.5,foreign used,72366.0
Ibadan,Lexus,IS 250,2010,Black,4.5,foreign used,72366.0
Abuja,Lexus,RX 330 4WD,2005,Silver,4.8,foreign used,72366.0
Abuja,Peugeot,407 2 Automatic,2003,Gray,0.95,nigerian used,112366.0
Abuja,Ford,Sport Trac,2006,Blue,5.0,foreign used,115252.0
Lagos,Toyota,Highlander,2012,Blue,9.45,foreign used,122807.0
Lagos,Lexus,LX 570 AWD,2017,Black,53.0,foreign used,72366.0
Abuja,Honda,Accord,2013,White,8.0,foreign used,72366.0
Abuja,Mercedes-Benz,M Class,2014,Gray,8.5,nigerian used,45056.0
Lagos,Mercedes-Benz,M Class ML 350 4Matic,2012,White,9.5,nigerian used,45000.0
Abuja,Mercedes-Benz,E350,2011,Black,4.5,nigerian used,112366.0
Abuja,Toyota,Hilux,2019,White,19.0,foreign used,15000.0
Abuja,Mercedes-Benz,C250,2013,Gray,6.19,foreign used,76441.0
Abuja,Jeep,Commander,2008,White,3.6,nigerian used,110899.0
Abuja,Peugeot,508,2013,Gray,4.6,foreign used,55454.0
Lagos,Toyota,Camry 2.4 LE,2008,Gray,3.2,foreign used,140000.0
Lagos,Toyota,Highlander Limited,2019,White,23.5,foreign used,23000.0
Lagos,BMW,3 Series,2006,Black,3.38,foreign used,201478.0
Lagos,Ford,Escape S FWD,2016,Silver,12.0,foreign used,75300.0
Lagos,Mercedes-Benz,GLK-Class,2015,White,12.3,foreign used,71000.0
Abuja,Mercedes-Benz,GLE-Class,2016,Black,22.0,foreign used,72366.0
Abuja,Honda,Civic 1.4i Sport Automatic,2009,Black,2.85,foreign used,84642.0
Lagos,Hyundai,Sonata,2012,Black,2.31,foreign used,83552.0
Abuja,Toyota,Camry,2016,Red,5.35,foreign used,72366.0
Lagos,Mercedes-Benz,C300,2008,White,13.5,foreign used,23000.0
Lagos,Lexus,ES 350,2012,Red,6.77,foreign used,140000.0
Abuja,Toyota,Camry,2016,Black,6.8,foreign used,113580.0
Abuja,Hyundai,Hyundai Sonata SEL Plus,2020,Purple,18.5,brand new,1000.0
Lagos,Lexus,ES 350,2008,Silver,4.5,foreign used,166800.0
Lagos,Toyota,Corolla 1.8 LE,2008,Black,2.9,foreign used,98350.0
Lagos,Lexus,RX 350 F Sport AWD,2017,Black,24.0,foreign used,50000.0
Lagos,Toyota,Corolla LE,2007,White,2.9,foreign used,100000.0
Lagos,Mercedes-Benz,GLA-Class,2018,Blue,22.0,foreign used,72366.0
Abuja,Mercedes-Benz,C300,2015,Black,10.5,foreign used,34215.0
Abuja,Toyota,Land Cruiser Prado,2012,Black,13.5,foreign used,85585.0
Abuja,Mercedes-Benz,GLC-Class,2018,Gray,19.0,foreign used,65042.0
Abuja,Toyota,Camry,2015,White,5.5,foreign used,72366.0
Lagos,Toyota,Corolla Verso 1.8 VVT-i Luna,2005,Red,2.03,nigerian used,156362.0
Lagos,Lexus,RX 350 AWD,2017,Black,17.4,foreign used,38000.0
Lagos,Mercedes-Benz,S-Class,2008,Black,5.83,foreign used,34590.0
Abuja,Toyota,Corolla LE,2004,Blue,2.8,foreign used,52352.0
Lagos,Lexus,NX 200t AWD,2016,Silver,16.8,foreign used,40000.0
Abuja,Toyota,Corolla LE (1.8L 4cyl 2A),2018,Gold,7.4,foreign used,72366.0
Lagos,Lexus,LX 570 (5 Seats) AWD,2020,Black,77.0,foreign used,3000.0
Lagos,Mercedes-Benz,C300,2011,Silver,5.55,foreign used,87000.0
Abuja,Pontiac,Vibe,2011,Silver,3.9,foreign used,69852.0
Lagos,Honda,Accord Crosstour,2010,Gray,4.5,foreign used,72366.0
Lagos,Lexus,GX 470,2007,Gray,6.5,foreign used,72366.0
Lagos,Lexus,ES 350,2008,Red,3.3,foreign used,90000.0
Abuja,Lexus,ES 350 FWD,2014,Red,9.2,foreign used,38000.0
Abuja,Mitsubishi,Mitsubishi L200 Double Cab 2.4 181hp 4WD,2020,White,15.0,brand new,811.0
Ibadan,Toyota,Tacoma Cab 4WD,2004,Black,2.8,nigerian used,112366.0
Abuja,Toyota,Camry,2008,Gold,2.65,nigerian used,98000.0
Abuja,Nissan,Nissan Armada,2021,White,73.0,brand new,811.0
Abuja,Mercedes-Benz,C400,2016,White,19.5,foreign used,21000.0
Abuja,Toyota,Land Cruiser,2013,Black,16.0,nigerian used,86233.0
Lagos,Toyota,Tacoma 4x4 Double Cab,2008,Gray,7.1,foreign used,72366.0
Lagos,Toyota,Camry,2012,Gray,6.5,foreign used,72366.0
Lagos,Toyota,Highlander Limited 3.5l 4WD,2013,Black,11.5,foreign used,72123.0
Lagos,Lexus,GX 470 Sport Utility,2006,Blue,6.5,foreign used,72366.0
Abuja,Toyota,Yaris 1.3 VVT-i,2008,Blue,3.3,foreign used,89000.0
Lagos,Lexus,GX 460 Luxury,2015,Black,25.5,foreign used,72366.0
Abuja,Toyota,RAV4,2014,White,9.5,foreign used,72366.0
Lagos,Honda,Accord,2003,Blue,1.01,nigerian used,284117.0
Ibadan,Toyota,Camry,2008,Gray,2.5,nigerian used,168654.0
Abuja,Hyundai,Sonata 3.3 LX,2006,Silver,1.65,nigerian used,157879.0
Abuja,Mercedes-Benz,C350,2010,Gray,4.6,foreign used,101000.0
Abuja,Toyota,RAV4,2002,Black,1.46,nigerian used,185475.0
Abuja,Ford,F-150 FX4,2010,Red,8.0,foreign used,140000.0
Abuja,Toyota,Sienna LE,2008,Gold,3.7,nigerian used,85000.0
Lagos,Lexus,RX 350 AWD,2014,Black,9.8,foreign used,72366.0
Abuja,Toyota,Camry 2.4 LE,2008,Green,3.5,foreign used,72366.0
Abuja,Mercedes-Benz,C400,2016,Black,15.5,foreign used,40000.0
Abuja,Honda,Accord 3.5 EX-L Automatic,2008,Black,3.5,foreign used,72366.0
Ibadan,Toyota,Corolla LE,2007,Silver,1.95,nigerian used,121641.0
Abuja,Mercedes-Benz,C300,2015,Gray,12.5,foreign used,84123.0
Abuja,Ford,F-150 SuperCrew,2008,White,5.7,foreign used,101655.0
Lagos,Mercedes-Benz,C300,2011,Black,5.65,foreign used,68529.0
Lagos,Mercedes-Benz,GLK-Class,2014,Black,13.5,foreign used,72366.0
Lagos,Mercedes-Benz,M Class,1998,Red,1.74,brand new,1.0
Lagos,Toyota,4-Runner Sport Edition 4x4 V6,2006,Gray,4.5,foreign used,99000.0
Ibadan,Toyota,RAV4 Automatic,2003,Silver,1.72,nigerian used,120000.0
Lagos,Lexus,ES 350,2010,Black,5.8,foreign used,23199.0
Lagos,Lexus,RX,2015,Gray,12.5,foreign used,74213.0
Abuja,Toyota,Venza,2013,White,7.8,foreign used,77000.0
Abuja,Mercedes-Benz,GLK-Class 350,2014,Gray,9.0,foreign used,65024.0
Lagos,Toyota,Camry,2003,Gray,1.35,nigerian used,314893.0
Abuja,Mercedes-Benz,CLA-Class,2014,Gray,9.0,foreign used,72366.0
Lagos,Lexus,RX,2012,White,9.5,foreign used,95319.0
Lagos,Lexus,RX 350 AWD,2013,White,13.5,foreign used,72366.0
Abuja,Mercedes-Benz,E300,2022,White,55.0,brand new,811.0
Abuja,Toyota,Sienna,2006,White,2.4,nigerian used,162631.0
Abuja,Lexus,ES 350,2011,Gold,6.0,foreign used,98000.0
Ibadan,Lexus,ES 350,2007,Gray,4.0,foreign used,99809.0
Lagos,Toyota,Sequoia,2002,Black,2.81,foreign used,138416.0
Lagos,Lexus,ES 350,2010,Burgandy,5.6,foreign used,72366.0
Abuja,Mercedes-Benz,C300,2010,Black,3.5,nigerian used,120464.0
Abuja,Mercedes-Benz,E350,2011,Black,6.8,foreign used,51000.0
Abuja,Mercedes-Benz,E350,2010,Gray,4.8,nigerian used,112366.0
Abuja,IVM,6800,2014,White,11.0,foreign used,20000.0
Ibadan,Toyota,Camry,2012,Blue,4.3,nigerian used,110000.0
Lagos,Lexus,GX 470 Sport Utility,2005,Gold,6.5,foreign used,80795.0
Abuja,Toyota,RAV4 LE AWD (2.5L 4cyl 6A),2013,Silver,6.0,foreign used,72366.0
Abuja,Toyota,Corolla,2010,Black,2.9,nigerian used,75000.0
Abuja,Nissan,Maxima,2007,Black,1.13,nigerian used,127247.0
Abuja,Mercedes-Benz,E350,2011,Silver,6.7,foreign used,64000.0
Lagos,Lexus,RX 350 FWD,2012,Gold,7.5,nigerian used,86528.0
Abuja,Mercedes-Benz,GLK-Class,2013,Red,8.5,foreign used,54235.0
Abuja,Honda,CR-V,2009,Silver,2.2,nigerian used,112366.0
Lagos,Hyundai,Santa Fe 3.3 Limited,2008,Black,3.28,foreign used,72366.0
Lagos,Lexus,RX 350L Luxury AWD,2018,Black,23.5,foreign used,32082.0
Lagos,Lexus,RX 350 AWD,2008,Gold,6.0,foreign used,72366.0
Abuja,Honda,Accord,2016,Blue,7.8,foreign used,95142.0
Lagos,Lexus,RX,2020,White,35.0,foreign used,13443.0
Lagos,Lexus,RX 350,2007,Silver,5.5,foreign used,75000.0
Lagos,Lexus,GX 470 Sport Utility,2006,Black,7.5,foreign used,84967.0
Lagos,Nissan,Xterra XE 4x4,2002,Gray,2.7,foreign used,72366.0
Lagos,Lexus,ES 350,2008,White,4.4,foreign used,78650.0
Lagos,Lexus,RX 350 AWD,2008,Black,5.85,foreign used,72366.0
Abuja,Mercedes-Benz,C300,2008,Silver,2.9,nigerian used,112366.0
Abuja,Toyota,Tundra,2019,White,26.5,brand new,4000.0
Abuja,Lexus,ES 350,2008,Silver,4.44,foreign used,72366.0
Abuja,Toyota,Hilux,2021,Blue,35.0,brand new,800.0
Lagos,Land Rover,Range Rover Sport 4.2 V8 SC,2008,Blue,2.7,nigerian used,147349.0
Lagos,Toyota,Venza AWD,2010,Brown,7.0,foreign used,65000.0
Lagos,Lexus,ES 350,2008,White,4.55,foreign used,72366.0
Abuja,Land Rover,Range Rover Sport Supercharged,2018,Blue,46.5,foreign used,72366.0
